target,candidate,members,weights,r2
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B3,"B1,B3","0.7,0.3",-0.14767725919751595
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B3,"B1,B3","0.8,0.2",-0.14618895895200867
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B3,"B1,B3","0.9,0.1",-0.14508389335919625
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B3,"B1,B3","1.0,0.0",-0.144362062419078
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.0,1.0",-0.1688259311915059
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.1,0.9",-0.14020069432097082
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.2,0.8",-0.1156160395337189
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.3,0.7",-0.09507196682974905
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.4,0.6",-0.07856847620906215
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.5,0.5",-0.0661055676716582
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.6,0.4",-0.057683241217536985
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.7,0.3",-0.05330149684669849
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.8,0.2",-0.05296033455914251
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,0.9,0.1",-0.05665975435486992
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.0,1.0,0.0",-0.06439975623387961
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.0,0.9",-0.1646549883771382
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.1,0.8",-0.13670005492138726
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.2,0.7",-0.11278570354891837
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.3,0.6",-0.09291193425973243
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.4,0.5",-0.07707874705382922
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.5,0.4",-0.06528614193120874
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.6,0.3",-0.05753411889187099
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.7,0.2",-0.053822677935815966
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.8,0.1",-0.05415181906304389
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.1,0.9,0.0",-0.05852154227355455
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.0,0.8",-0.1608672802154658
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.1,0.7",-0.13358265017449766
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.2,0.6",-0.11033860221681246
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.3,0.5",-0.09113513634241
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.4,0.4",-0.07597225255129048
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.5,0.3",-0.06484995084345346
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.6,0.2",-0.05776823121889918
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.7,0.1",-0.05472709367762807
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.2,0.8,0.0",-0.055726538219639465
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.0,0.7",-0.15746280670648694
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.1,0.6",-0.13084848008030248
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.2,0.5",-0.10827473553740097
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.3,0.4",-0.08974157307778197
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.4,0.3",-0.07524899270144592
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.5,0.2",-0.0647969944083926
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.6,0.1",-0.058385578198622
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.3,0.7,0.0",-0.05601474407213436
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.4,0.0,0.6",-0.15444156785020247
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.4,0.1,0.5",-0.12849754463880192
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.4,0.2,0.4",-0.10659410351068366
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.4,0.3,0.3",-0.08873124446584857
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.4,0.4,0.2",-0.07490896750429576
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.4,0.5,0.1",-0.06512727262602613
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.4,0.6,0.0",-0.05938615983103923
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.5,0.0,0.5",-0.15180356364661263
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.5,0.1,0.4",-0.12652984384999533
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.5,0.2,0.3",-0.10529670613666076
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.5,0.3,0.2",-0.08810415050660914
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.5,0.4,0.1",-0.07495217695984002
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.5,0.5,0.0",-0.06584078549635408
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.6,0.0,0.4",-0.14954879409571675
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.6,0.1,0.3",-0.12494537771388337
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.6,0.2,0.2",-0.10438254341533226
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.6,0.3,0.1",-0.08786029120006433
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.6,0.4,0.0",-0.07537862106807891
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.7,0.0,0.3",-0.14767725919751595
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.7,0.1,0.2",-0.12374414623046537
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.7,0.2,0.1",-0.10385161534669818
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.7,0.3,0.0",-0.08799966654621394
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.8,0.0,0.2",-0.14618895895200867
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.8,0.1,0.1",-0.12292614939974222
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.8,0.2,0.0",-0.10370392193075828
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.9,0.0,0.1",-0.14508389335919625
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","0.9,0.1,0.0",-0.12249138722171304
Q0_TOTAL_STOCKHOLDERS_EQUITY,B1+B2+B3,"B1,B2,B3","1.0,0.0,0.0",-0.144362062419078
Q0_GROSS_PROFIT,B1,B1,1.0,0.9825808767600744
Q0_GROSS_PROFIT,B2,B2,1.0,0.46378523916404757
Q0_GROSS_PROFIT,B3,B3,1.0,0.7702925947097962
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.0,1.0",0.46378523916404757
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.1,0.9",0.5643586429450562
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.2,0.8",0.6541111933879745
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.3,0.7",0.7330428904928028
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.4,0.6",0.8011537342595407
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.5,0.5",0.8584437246881885
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.6,0.4",0.9049128617787461
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.7,0.3",0.9405611455312135
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.8,0.2",0.9653885759455907
Q0_GROSS_PROFIT,B1+B2,"B1,B2","0.9,0.1",0.9793951530218776
Q0_GROSS_PROFIT,B1+B2,"B1,B2","1.0,0.0",0.9825808767600744
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.0,1.0",0.7702925947097962
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.1,0.9",0.8085167980131305
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.2,0.8",0.8429642512946189
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.3,0.7",0.8736349545542614
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.4,0.6",0.9005289077920582
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.5,0.5",0.9236461110080089
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.6,0.4",0.9429865642021138
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.7,0.3",0.9585502673743728
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.8,0.2",0.9703372205247859
Q0_GROSS_PROFIT,B1+B3,"B1,B3","0.9,0.1",0.9783474236533531
Q0_GROSS_PROFIT,B1+B3,"B1,B3","1.0,0.0",0.9825808767600744
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.0,1.0",0.7702925947097962
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.1,0.9",0.8553288149722401
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.2,0.8",0.9146568228309021
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.3,0.7",0.9482766182857821
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.4,0.6",0.9561882013368803
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.5,0.5",0.9383915719841964
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.6,0.4",0.8948867302277306
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.7,0.3",0.8256736760674828
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.8,0.2",0.730752409503453
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,0.9,0.1",0.6101229305356414
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.0,1.0,0.0",0.46378523916404757
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.0,0.9",0.8085167980131305
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.1,0.8",0.8842209637318056
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.2,0.7",0.9342169170466988
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.3,0.6",0.95850465795781
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.4,0.5",0.9570841864651393
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.5,0.4",0.9299555025686866
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.6,0.3",0.877118606268452
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.7,0.2",0.7985734975644353
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.8,0.1",0.6943201764566369
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.1,0.9,0.0",0.5643586429450562
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.0,0.8",0.8429642512946189
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.1,0.7",0.9093363624695252
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.2,0.6",0.9500002612406496
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.3,0.5",0.964955947607992
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.4,0.4",0.9542034215715525
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.5,0.3",0.9177426831313309
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.6,0.2",0.8555737322873274
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.7,0.1",0.767696569039542
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.2,0.8,0.0",0.6541111933879745
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.0,0.7",0.8736349545542614
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.1,0.6",0.930675011185399
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.2,0.5",0.9620068554127545
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.3,0.4",0.967630487236328
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.4,0.3",0.9475459066561197
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.5,0.2",0.9017531136721293
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.6,0.1",0.830252108284357
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.3,0.7,0.0",0.7330428904928028
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.4,0.0,0.6",0.9005289077920582
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.4,0.1,0.5",0.9482369098794268
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.4,0.2,0.4",0.9702366995630135
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.4,0.3,0.3",0.9665282768428183
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.4,0.4,0.2",0.9371116417188411
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.4,0.5,0.1",0.881986794191082
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.4,0.6,0.0",0.8011537342595407
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.5,0.0,0.5",0.9236461110080089
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.5,0.1,0.4",0.9620220585516087
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.5,0.2,0.3",0.9746897936914266
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.5,0.3,0.2",0.9616493164274625
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.5,0.4,0.1",0.9229006267597165
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.5,0.5,0.0",0.8584437246881885
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.6,0.0,0.4",0.9429865642021138
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.6,0.1,0.3",0.9720304572019448
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.6,0.2,0.2",0.9753661377979939
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.6,0.3,0.1",0.952993605990261
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.6,0.4,0.0",0.9049128617787461
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.7,0.0,0.3",0.9585502673743728
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.7,0.1,0.2",0.9782621058304349
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.7,0.2,0.1",0.9722657318827153
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.7,0.3,0.0",0.9405611455312135
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.8,0.0,0.2",0.9703372205247859
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.8,0.1,0.1",0.9807170044370793
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.8,0.2,0.0",0.9653885759455907
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.9,0.0,0.1",0.9783474236533531
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","0.9,0.1,0.0",0.9793951530218776
Q0_GROSS_PROFIT,B1+B2+B3,"B1,B2,B3","1.0,0.0,0.0",0.9825808767600744
Q0_COST_OF_REVENUES,B1,B1,1.0,0.9614016918878225
Q0_COST_OF_REVENUES,B2,B2,1.0,0.8484451326053366
Q0_COST_OF_REVENUES,B3,B3,1.0,0.8415691338541521
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.0,1.0",0.8484451326053366
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.1,0.9",0.8736514581510899
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.2,0.8",0.8957665237818421
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.3,0.7",0.9147903294975932
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.4,0.6",0.9307228752983434
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.5,0.5",0.9435641611840925
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.6,0.4",0.9533141871548406
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.7,0.3",0.9599729532105876
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.8,0.2",0.9635404593513337
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","0.9,0.1",0.9640167055770786
Q0_COST_OF_REVENUES,B1+B2,"B1,B2","1.0,0.0",0.9614016918878225
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.0,1.0",0.8415691338541521
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.1,0.9",0.8600627027145804
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.2,0.8",0.8771095353401062
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.3,0.7",0.8927096317307295
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.4,0.6",0.9068629918864503
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.5,0.5",0.9195696158072686
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.6,0.4",0.9308295034931844
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.7,0.3",0.9406426549441977
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.8,0.2",0.9490090701603084
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","0.9,0.1",0.9559287491415168
Q0_COST_OF_REVENUES,B1+B3,"B1,B3","1.0,0.0",0.9614016918878225
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.0,1.0",0.8415691338541521
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.1,0.9",0.8768177391798024
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.2,0.8",0.9043861210720012
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.3,0.7",0.9242742795307484
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.4,0.6",0.9364822145560442
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.5,0.5",0.9410099261478884
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.6,0.4",0.937857414306281
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.7,0.3",0.9270246790312222
Q0_COST_OF_REVENUES,B1+B2+B3,"B1,B2,B3","0.0,0.8,0.2",0.9085117203227119
