target,candidate,members,weights,r2
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.3,0.7,0.0",-0.29751523719837936
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.4,0.0,0.6",0.45923012472527314
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.4,0.1,0.5",0.6921536821677631
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.4,0.2,0.4",0.8026997473603309
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.4,0.3,0.3",0.7908683203029764
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.4,0.4,0.2",0.6566594009956996
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.4,0.5,0.1",0.40007298943850056
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.4,0.6,0.0",0.021109085631379254
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.5,0.0,0.5",0.5502162783338131
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.5,0.1,0.4",0.7419209404125438
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.5,0.2,0.3",0.8112481102413519
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.5,0.3,0.2",0.7581977878202378
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.5,0.4,0.1",0.5827699731492014
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.5,0.5,0.0",0.2849646662282429
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.6,0.0,0.4",0.6263733912318614
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.6,0.1,0.3",0.7768591579468324
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.6,0.2,0.2",0.804967432411881
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.6,0.3,0.1",0.7106982146270073
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.6,0.4,0.0",0.49405150459221137
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.7,0.0,0.3",0.6877014634194176
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.7,0.1,0.2",0.7969683347706291
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.7,0.2,0.1",0.783857713871918
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.7,0.3,0.0",0.6483696007232849
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.8,0.0,0.2",0.7342004948964822
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.8,0.1,0.1",0.8022484708839338
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.8,0.2,0.0",0.7479189546214633
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.9,0.0,0.1",0.7658704856630545
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","0.9,0.1,0.0",0.7926995662867466
Q0_OPERATING_INCOME,B1+B2+B3,"B1,B2,B3","1.0,0.0,0.0",0.7827114357191349
Q0_OPERATING_EXPENSES,B1,B1,1.0,0.982135549293641
Q0_OPERATING_EXPENSES,B2,B2,1.0,0.9156888062716461
Q0_OPERATING_EXPENSES,B3,B3,1.0,0.9338463908970659
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.0,1.0",0.9156888062716461
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.1,0.9",0.9325250797774722
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.2,0.8",0.9470965534602702
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.3,0.7",0.9594032273200401
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.4,0.6",0.9694451013567817
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.5,0.5",0.9772221755704954
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.6,0.4",0.9827344499611808
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.7,0.3",0.985981924528838
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.8,0.2",0.9869645992734672
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","0.9,0.1",0.9856824741950682
Q0_OPERATING_EXPENSES,B1+B2,"B1,B2","1.0,0.0",0.982135549293641
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.0,1.0",0.9338463908970659
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.1,0.9",0.9421341792499335
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.2,0.8",0.9496533292665322
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.3,0.7",0.956403840946862
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.4,0.6",0.9623857142909229
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.5,0.5",0.9675989492987148
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.6,0.4",0.9720435459702379
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.7,0.3",0.975719504305492
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.8,0.2",0.9786268243044773
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","0.9,0.1",0.9807655059671936
Q0_OPERATING_EXPENSES,B1+B3,"B1,B3","1.0,0.0",0.982135549293641
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.0,1.0",0.9338463908970659
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.1,0.9",0.9524323307608135
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.2,0.8",0.9664845598853856
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.3,0.7",0.9760030782707823
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.4,0.6",0.9809878859170035
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.5,0.5",0.9814389828240493
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.6,0.4",0.9773563689919196
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.7,0.3",0.9687400444206143
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.8,0.2",0.9555900091101337
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,0.9,0.1",0.9379062630604776
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.0,1.0,0.0",0.9156888062716461
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.0,0.9",0.9421341792499335
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.1,0.8",0.959201344487473
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.2,0.7",0.971734798985837
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.3,0.6",0.9797345427450256
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.4,0.5",0.9832005757650387
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.5,0.4",0.9821328980458763
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.6,0.3",0.9765315095875384
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.7,0.2",0.9663964103900252
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.8,0.1",0.9517276004533365
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.1,0.9,0.0",0.9325250797774722
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.0,0.8",0.9496533292665322
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.1,0.7",0.9652017198778636
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.2,0.6",0.9762163997500195
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.3,0.5",0.982697368883
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.4,0.4",0.9846446272768049
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.5,0.3",0.9820581749314344
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.6,0.2",0.9749380118468886
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.7,0.1",0.9632841380231671
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.2,0.8,0.0",0.9470965534602702
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.0,0.7",0.956403840946862
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.1,0.6",0.9704334569319852
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.2,0.5",0.979929362177933
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.3,0.4",0.9848915566847054
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.4,0.3",0.9853200404523023
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.5,0.2",0.9812148134807237
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.6,0.1",0.9725758757699696
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.3,0.7,0.0",0.9594032273200401
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.4,0.0,0.6",0.9623857142909229
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.4,0.1,0.5",0.974896555649838
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.4,0.2,0.4",0.9828736862695777
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.4,0.3,0.3",0.9863171061501419
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.4,0.4,0.2",0.9852268152915307
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.4,0.5,0.1",0.979602813693744
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.4,0.6,0.0",0.9694451013567817
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.5,0.0,0.5",0.9675989492987148
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.5,0.1,0.4",0.9785910160314218
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.5,0.2,0.3",0.9850493720249535
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.5,0.3,0.2",0.9869740172793096
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.5,0.4,0.1",0.9843649517944902
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.5,0.5,0.0",0.9772221755704954
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.6,0.0,0.4",0.9720435459702379
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.6,0.1,0.3",0.9815168380767368
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.6,0.2,0.2",0.9864564194440603
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.6,0.3,0.1",0.9868622900722083
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.6,0.4,0.0",0.9827344499611808
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.7,0.0,0.3",0.975719504305492
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.7,0.1,0.2",0.9836740217857829
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.7,0.2,0.1",0.9870948285268982
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.7,0.3,0.0",0.985981924528838
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.8,0.0,0.2",0.9786268243044773
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.8,0.1,0.1",0.98506256715856
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.8,0.2,0.0",0.9869645992734672
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.9,0.0,0.1",0.9807655059671936
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","0.9,0.1,0.0",0.9856824741950682
Q0_OPERATING_EXPENSES,B1+B2+B3,"B1,B2,B3","1.0,0.0,0.0",0.982135549293641
Q0_EBITDA,B1,B1,1.0,0.9591351799008979
Q0_EBITDA,B2,B2,1.0,0.3198233430555094
Q0_EBITDA,B3,B3,1.0,0.740849689785668
Q0_EBITDA,B1+B2,"B1,B2","0.0,1.0",0.3198233430555094
Q0_EBITDA,B1+B2,"B1,B2","0.1,0.9",0.4467539696443067
Q0_EBITDA,B1+B2,"B1,B2","0.2,0.8",0.5596847200321577
Q0_EBITDA,B1+B2,"B1,B2","0.3,0.7",0.6586155942190625
Q0_EBITDA,B1+B2,"B1,B2","0.4,0.6",0.7435465922050208
Q0_EBITDA,B1+B2,"B1,B2","0.5,0.5",0.8144777139900328
Q0_EBITDA,B1+B2,"B1,B2","0.6,0.4",0.8714089595740985
Q0_EBITDA,B1+B2,"B1,B2","0.7,0.3",0.9143403289572178
Q0_EBITDA,B1+B2,"B1,B2","0.8,0.2",0.9432718221393909
Q0_EBITDA,B1+B2,"B1,B2","0.9,0.1",0.9582034391206176
Q0_EBITDA,B1+B2,"B1,B2","1.0,0.0",0.9591351799008979
Q0_EBITDA,B1+B3,"B1,B3","0.0,1.0",0.740849689785668
Q0_EBITDA,B1+B3,"B1,B3","0.1,0.9",0.7810887946467389
Q0_EBITDA,B1+B3,"B1,B3","0.2,0.8",0.8172366648745769
Q0_EBITDA,B1+B3,"B1,B3","0.3,0.7",0.849293300469182
Q0_EBITDA,B1+B3,"B1,B3","0.4,0.6",0.8772587014305544
Q0_EBITDA,B1+B3,"B1,B3","0.5,0.5",0.9011328677586938
Q0_EBITDA,B1+B3,"B1,B3","0.6,0.4",0.9209157994536004
Q0_EBITDA,B1+B3,"B1,B3","0.7,0.3",0.9366074965152741
Q0_EBITDA,B1+B3,"B1,B3","0.8,0.2",0.9482079589437149
Q0_EBITDA,B1+B3,"B1,B3","0.9,0.1",0.9557171867389228
Q0_EBITDA,B1+B3,"B1,B3","1.0,0.0",0.9591351799008979
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.0,1.0",0.740849689785668
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.1,0.9",0.8420544184705323
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.2,0.8",0.9114130664092008
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.3,0.7",0.948925633601674
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.4,0.6",0.9545921200479515
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.5,0.5",0.9284125257480333
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.6,0.4",0.8703868507019198
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.7,0.3",0.7805150949096105
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.8,0.2",0.6587972583711057
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,0.9,0.1",0.5052333410864054
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.0,1.0,0.0",0.3198233430555094
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.0,0.9",0.7810887946467389
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.1,0.8",0.8713248037423621
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.2,0.7",0.9297147320917897
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.3,0.6",0.9562585796950217
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.4,0.5",0.9509563465520582
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.5,0.4",0.913808032662899
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.6,0.3",0.8448136380275443
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.7,0.2",0.743973162645994
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.8,0.1",0.6112866065182483
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.1,0.9,0.0",0.4467539696443067
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.0,0.8",0.8172366648745769
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.1,0.7",0.8965039543809591
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.2,0.6",0.9439251631411456
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.3,0.5",0.9595002911551366
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.4,0.4",0.943229338422932
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.5,0.3",0.8951123049445318
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.6,0.2",0.815149190719936
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.7,0.1",0.7033399957491447
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.2,0.8,0.0",0.5596847200321577
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.0,0.7",0.849293300469182
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.1,0.6",0.9175918703863232
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.2,0.5",0.9540443595572686
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.3,0.4",0.9586507679820185
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.4,0.3",0.9314110956605729
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.5,0.2",0.8723253425929316
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.6,0.1",0.7813935087790949
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.3,0.7,0.0",0.6586155942190625
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.0,0.6",0.8772587014305544
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.1,0.5",0.9345885517584545
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.2,0.4",0.9600723213401589
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.3,0.3",0.9537100101756677
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.4,0.2",0.915501618264981
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.5,0.1",0.8454471456080986
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.4,0.6,0.0",0.7435465922050208
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.0,0.5",0.9011328677586938
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.1,0.4",0.9474939984973527
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.2,0.3",0.9620090484898162
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.3,0.2",0.944678017736084
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.4,0.1",0.8955009062361562
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.5,0.5,0.0",0.8144777139900328
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.0,0.4",0.9209157994536004
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.1,0.3",0.9563082106030183
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.2,0.2",0.9598545410062406
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.3,0.1",0.9315547906632673
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.6,0.4,0.0",0.8714089595740985
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.0,0.3",0.9366074965152741
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.1,0.2",0.961031188075451
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.2,0.1",0.9536087988894322
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.7,0.3,0.0",0.9143403289572178
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.8,0.0,0.2",0.9482079589437149
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.8,0.1,0.1",0.9616629309146507
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.8,0.2,0.0",0.9432718221393909
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.9,0.0,0.1",0.9557171867389228
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","0.9,0.1,0.0",0.9582034391206176
Q0_EBITDA,B1+B2+B3,"B1,B2,B3","1.0,0.0,0.0",0.9591351799008979
