metadata_column,target,n_obs,pearson_corr,abs_corr
fullTimeEmployees,Q0_TOTAL_ASSETS,1544,0.3251173330788832,0.3251173330788832
fullTimeEmployees,Q0_TOTAL_LIABILITIES,1544,0.33378039478288773,0.33378039478288773
fullTimeEmployees,Q0_TOTAL_STOCKHOLDERS_EQUITY,1544,0.22249953849311824,0.22249953849311824
fullTimeEmployees,Q0_GROSS_PROFIT,1544,0.5313374110202248,0.5313374110202248
fullTimeEmployees,Q0_COST_OF_REVENUES,1544,0.4782936075886431,0.4782936075886431
fullTimeEmployees,Q0_REVENUES,1544,0.5911208494143424,0.5911208494143424
fullTimeEmployees,Q0_OPERATING_INCOME,1544,0.3918638065015012,0.3918638065015012
fullTimeEmployees,Q0_OPERATING_EXPENSES,1544,0.5106550052937281,0.5106550052937281
fullTimeEmployees,Q0_EBITDA,1544,0.11966524728445557,0.11966524728445557
auditRisk,Q0_TOTAL_ASSETS,1131,-0.044993299662300465,0.044993299662300465
auditRisk,Q0_TOTAL_LIABILITIES,1131,-0.046472676518603075,0.046472676518603075
auditRisk,Q0_TOTAL_STOCKHOLDERS_EQUITY,1131,-0.03445413777531777,0.03445413777531777
auditRisk,Q0_GROSS_PROFIT,1131,-0.05372853250072341,0.05372853250072341
auditRisk,Q0_COST_OF_REVENUES,1131,-0.04208087941505252,0.04208087941505252
auditRisk,Q0_REVENUES,1131,-0.05442566926133171,0.05442566926133171
auditRisk,Q0_OPERATING_INCOME,1131,-0.03372720224828343,0.03372720224828343
auditRisk,Q0_OPERATING_EXPENSES,1131,-0.05772741849833913,0.05772741849833913
auditRisk,Q0_EBITDA,1131,-0.005295934502525037,0.005295934502525037
boardRisk,Q0_TOTAL_ASSETS,1131,-0.0037973339131765166,0.0037973339131765166
boardRisk,Q0_TOTAL_LIABILITIES,1131,-0.009784560646636718,0.009784560646636718
boardRisk,Q0_TOTAL_STOCKHOLDERS_EQUITY,1131,0.024456811621867695,0.024456811621867695
boardRisk,Q0_GROSS_PROFIT,1131,-0.028542822815857703,0.028542822815857703
boardRisk,Q0_COST_OF_REVENUES,1131,-0.03549238976247919,0.03549238976247919
boardRisk,Q0_REVENUES,1131,-0.03894274359889929,0.03894274359889929
boardRisk,Q0_OPERATING_INCOME,1131,0.0008509405921608085,0.0008509405921608085
boardRisk,Q0_OPERATING_EXPENSES,1131,-0.01252171766792913,0.01252171766792913
boardRisk,Q0_EBITDA,1131,-0.022049521370853385,0.022049521370853385
compensationRisk,Q0_TOTAL_ASSETS,1131,-0.04758352255144162,0.04758352255144162
compensationRisk,Q0_TOTAL_LIABILITIES,1131,-0.0369888877936375,0.0369888877936375
compensationRisk,Q0_TOTAL_STOCKHOLDERS_EQUITY,1131,-0.03147786757804416,0.03147786757804416
compensationRisk,Q0_GROSS_PROFIT,1131,-0.0415357841084291,0.0415357841084291
compensationRisk,Q0_COST_OF_REVENUES,1131,-0.027626051237909253,0.027626051237909253
compensationRisk,Q0_REVENUES,1131,-0.04104301946871789,0.04104301946871789
compensationRisk,Q0_OPERATING_INCOME,1131,-0.09195219089962606,0.09195219089962606
compensationRisk,Q0_OPERATING_EXPENSES,1131,0.003444880402695733,0.003444880402695733
compensationRisk,Q0_EBITDA,1131,-0.05505552972104425,0.05505552972104425
shareHolderRightsRisk,Q0_TOTAL_ASSETS,1131,-0.0041141219586426974,0.0041141219586426974
shareHolderRightsRisk,Q0_TOTAL_LIABILITIES,1131,-0.0010684659098322952,0.0010684659098322952
shareHolderRightsRisk,Q0_TOTAL_STOCKHOLDERS_EQUITY,1131,0.0012417500286792012,0.0012417500286792012
shareHolderRightsRisk,Q0_GROSS_PROFIT,1131,-0.07048478849005575,0.07048478849005575
shareHolderRightsRisk,Q0_COST_OF_REVENUES,1131,-0.02282515938520166,0.02282515938520166
shareHolderRightsRisk,Q0_REVENUES,1131,-0.050091775875025515,0.050091775875025515
shareHolderRightsRisk,Q0_OPERATING_INCOME,1131,-0.06546585230933354,0.06546585230933354
shareHolderRightsRisk,Q0_OPERATING_EXPENSES,1131,-0.026121272545163332,0.026121272545163332
shareHolderRightsRisk,Q0_EBITDA,1131,-0.05953885057537357,0.05953885057537357
overallRisk,Q0_TOTAL_ASSETS,1131,-0.04610956904148066,0.04610956904148066
overallRisk,Q0_TOTAL_LIABILITIES,1131,-0.04088589886313693,0.04088589886313693
overallRisk,Q0_TOTAL_STOCKHOLDERS_EQUITY,1131,-0.029672210831184966,0.029672210831184966
overallRisk,Q0_GROSS_PROFIT,1131,-0.09089142991586023,0.09089142991586023
overallRisk,Q0_COST_OF_REVENUES,1131,-0.04310744523823357,0.04310744523823357
overallRisk,Q0_REVENUES,1131,-0.0752930930133561,0.0752930930133561
overallRisk,Q0_OPERATING_INCOME,1131,-0.09069861899659777,0.09069861899659777
overallRisk,Q0_OPERATING_EXPENSES,1131,-0.0385397952598873,0.0385397952598873
overallRisk,Q0_EBITDA,1131,-0.07162864467916759,0.07162864467916759
trailingPE,Q0_TOTAL_ASSETS,715,-0.043369011694257734,0.043369011694257734
trailingPE,Q0_TOTAL_LIABILITIES,715,-0.041694530785182614,0.041694530785182614
trailingPE,Q0_TOTAL_STOCKHOLDERS_EQUITY,715,-0.03464476849734245,0.03464476849734245
trailingPE,Q0_GROSS_PROFIT,715,-0.04119958636632007,0.04119958636632007
trailingPE,Q0_COST_OF_REVENUES,715,-0.043767852744588366,0.043767852744588366
trailingPE,Q0_REVENUES,715,-0.05099155326832664,0.05099155326832664
trailingPE,Q0_OPERATING_INCOME,715,-0.048817240805712744,0.048817240805712744
trailingPE,Q0_OPERATING_EXPENSES,715,-0.032915873992342914,0.032915873992342914
trailingPE,Q0_EBITDA,715,-0.01617341765503692,0.01617341765503692
forwardPE,Q0_TOTAL_ASSETS,1430,0.01995154478930429,0.01995154478930429
forwardPE,Q0_TOTAL_LIABILITIES,1430,0.01690319820996809,0.01690319820996809
forwardPE,Q0_TOTAL_STOCKHOLDERS_EQUITY,1430,0.020691221125420527,0.020691221125420527
forwardPE,Q0_GROSS_PROFIT,1430,0.024703761817953564,0.024703761817953564
forwardPE,Q0_COST_OF_REVENUES,1430,0.015178299807297834,0.015178299807297834
forwardPE,Q0_REVENUES,1430,0.021429208518417637,0.021429208518417637
forwardPE,Q0_OPERATING_INCOME,1430,0.032936327363188446,0.032936327363188446
forwardPE,Q0_OPERATING_EXPENSES,1430,0.01624005560592277,0.01624005560592277
forwardPE,Q0_EBITDA,1430,0.01363617279045493,0.01363617279045493
floatShares,Q0_TOTAL_ASSETS,1598,0.045627860652096834,0.045627860652096834
floatShares,Q0_TOTAL_LIABILITIES,1598,0.03983830552028915,0.03983830552028915
floatShares,Q0_TOTAL_STOCKHOLDERS_EQUITY,1598,0.045455881166170393,0.045455881166170393
floatShares,Q0_GROSS_PROFIT,1598,0.04095497665269175,0.04095497665269175
floatShares,Q0_COST_OF_REVENUES,1598,0.02800679949354901,0.02800679949354901
floatShares,Q0_REVENUES,1598,0.03907173881506832,0.03907173881506832
floatShares,Q0_OPERATING_INCOME,1598,0.046740656428073145,0.046740656428073145
floatShares,Q0_OPERATING_EXPENSES,1598,0.03533406782638383,0.03533406782638383
floatShares,Q0_EBITDA,1598,0.013598990488709647,0.013598990488709647
sharesOutstanding,Q0_TOTAL_ASSETS,1601,0.04338777958906835,0.04338777958906835
sharesOutstanding,Q0_TOTAL_LIABILITIES,1601,0.03747700579780962,0.03747700579780962
sharesOutstanding,Q0_TOTAL_STOCKHOLDERS_EQUITY,1601,0.04385262757161314,0.04385262757161314
sharesOutstanding,Q0_GROSS_PROFIT,1601,0.03817431589211158,0.03817431589211158
sharesOutstanding,Q0_COST_OF_REVENUES,1601,0.0261310765115535,0.0261310765115535
sharesOutstanding,Q0_REVENUES,1601,0.03645596789893882,0.03645596789893882
sharesOutstanding,Q0_OPERATING_INCOME,1601,0.043533194107958875,0.043533194107958875
sharesOutstanding,Q0_OPERATING_EXPENSES,1601,0.03326818897091063,0.03326818897091063
sharesOutstanding,Q0_EBITDA,1601,0.012316565540606943,0.012316565540606943
trailingEps,Q0_TOTAL_ASSETS,1577,0.007995807174883459,0.007995807174883459
trailingEps,Q0_TOTAL_LIABILITIES,1577,0.007070457316722569,0.007070457316722569
trailingEps,Q0_TOTAL_STOCKHOLDERS_EQUITY,1577,0.00921951185909285,0.00921951185909285
trailingEps,Q0_GROSS_PROFIT,1577,0.016848845887831577,0.016848845887831577
trailingEps,Q0_COST_OF_REVENUES,1577,0.009678777036993142,0.009678777036993142
trailingEps,Q0_REVENUES,1577,0.014929428487355453,0.014929428487355453
trailingEps,Q0_OPERATING_INCOME,1577,0.026624073076182447,0.026624073076182447
trailingEps,Q0_OPERATING_EXPENSES,1577,0.010379543119704132,0.010379543119704132
trailingEps,Q0_EBITDA,1577,0.010082480742458797,0.010082480742458797
forwardEps,Q0_TOTAL_ASSETS,1430,0.14163654383164107,0.14163654383164107
forwardEps,Q0_TOTAL_LIABILITIES,1430,0.13381034586262877,0.13381034586262877
forwardEps,Q0_TOTAL_STOCKHOLDERS_EQUITY,1430,0.15081221990268767,0.15081221990268767
forwardEps,Q0_GROSS_PROFIT,1430,0.2521315889333978,0.2521315889333978
forwardEps,Q0_COST_OF_REVENUES,1430,0.14876474165700815,0.14876474165700815
forwardEps,Q0_REVENUES,1430,0.22544775370372577,0.22544775370372577
forwardEps,Q0_OPERATING_INCOME,1430,0.2944385937410451,0.2944385937410451
forwardEps,Q0_OPERATING_EXPENSES,1430,0.1776705629781926,0.1776705629781926
forwardEps,Q0_EBITDA,1430,0.1263389335676655,0.1263389335676655
targetHighPrice,Q0_TOTAL_ASSETS,1317,0.11145143997091064,0.11145143997091064
targetHighPrice,Q0_TOTAL_LIABILITIES,1317,0.1037734238699097,0.1037734238699097
targetHighPrice,Q0_TOTAL_STOCKHOLDERS_EQUITY,1317,0.12785037090445675,0.12785037090445675
targetHighPrice,Q0_GROSS_PROFIT,1317,0.23767675387075266,0.23767675387075266
targetHighPrice,Q0_COST_OF_REVENUES,1317,0.10785194440279294,0.10785194440279294
targetHighPrice,Q0_REVENUES,1317,0.18604255997189498,0.18604255997189498
targetHighPrice,Q0_OPERATING_INCOME,1317,0.2893810803886631,0.2893810803886631
targetHighPrice,Q0_OPERATING_EXPENSES,1317,0.1608173439432415,0.1608173439432415
targetHighPrice,Q0_EBITDA,1317,0.12594808102192218,0.12594808102192218
targetLowPrice,Q0_TOTAL_ASSETS,1317,0.09200642152221929,0.09200642152221929
targetLowPrice,Q0_TOTAL_LIABILITIES,1317,0.08955901121192418,0.08955901121192418
targetLowPrice,Q0_TOTAL_STOCKHOLDERS_EQUITY,1317,0.10408285758909465,0.10408285758909465
targetLowPrice,Q0_GROSS_PROFIT,1317,0.21380670808940125,0.21380670808940125
targetLowPrice,Q0_COST_OF_REVENUES,1317,0.09680786959315305,0.09680786959315305
targetLowPrice,Q0_REVENUES,1317,0.16751848861523277,0.16751848861523277
targetLowPrice,Q0_OPERATING_INCOME,1317,0.2578841231058208,0.2578841231058208
targetLowPrice,Q0_OPERATING_EXPENSES,1317,0.13863315557215083,0.13863315557215083
targetLowPrice,Q0_EBITDA,1317,0.11978067244967734,0.11978067244967734
targetMeanPrice,Q0_TOTAL_ASSETS,1317,0.10670158641188794,0.10670158641188794
targetMeanPrice,Q0_TOTAL_LIABILITIES,1317,0.1002514590486341,0.1002514590486341
targetMeanPrice,Q0_TOTAL_STOCKHOLDERS_EQUITY,1317,0.12319195137262041,0.12319195137262041
targetMeanPrice,Q0_GROSS_PROFIT,1317,0.2314832168233342,0.2314832168233342
targetMeanPrice,Q0_COST_OF_REVENUES,1317,0.10431393210208798,0.10431393210208798
targetMeanPrice,Q0_REVENUES,1317,0.18072186868496354,0.18072186868496354
targetMeanPrice,Q0_OPERATING_INCOME,1317,0.280289514516583,0.280289514516583
targetMeanPrice,Q0_OPERATING_EXPENSES,1317,0.1534196751565603,0.1534196751565603
targetMeanPrice,Q0_EBITDA,1317,0.1261114095738495,0.1261114095738495
targetMedianPrice,Q0_TOTAL_ASSETS,1317,0.10780496739732698,0.10780496739732698
targetMedianPrice,Q0_TOTAL_LIABILITIES,1317,0.10076019147954698,0.10076019147954698
targetMedianPrice,Q0_TOTAL_STOCKHOLDERS_EQUITY,1317,0.1254743426841002,0.1254743426841002
targetMedianPrice,Q0_GROSS_PROFIT,1317,0.23258603544194695,0.23258603544194695
targetMedianPrice,Q0_COST_OF_REVENUES,1317,0.10617986294062905,0.10617986294062905
targetMedianPrice,Q0_REVENUES,1317,0.18253734337061644,0.18253734337061644
targetMedianPrice,Q0_OPERATING_INCOME,1317,0.2814185896839766,0.2814185896839766
targetMedianPrice,Q0_OPERATING_EXPENSES,1317,0.15344523482411607,0.15344523482411607
targetMedianPrice,Q0_EBITDA,1317,0.12747000566292466,0.12747000566292466
recommendationMean,Q0_TOTAL_ASSETS,1400,0.035695059652697585,0.035695059652697585
recommendationMean,Q0_TOTAL_LIABILITIES,1400,0.04594847338341272,0.04594847338341272
recommendationMean,Q0_TOTAL_STOCKHOLDERS_EQUITY,1400,0.01777436564314282,0.01777436564314282
recommendationMean,Q0_GROSS_PROFIT,1400,0.01834195706016191,0.01834195706016191
recommendationMean,Q0_COST_OF_REVENUES,1400,0.07030865068828744,0.07030865068828744
recommendationMean,Q0_REVENUES,1400,0.061562334845352,0.061562334845352
recommendationMean,Q0_OPERATING_INCOME,1400,-0.02106140647846174,0.02106140647846174
recommendationMean,Q0_OPERATING_EXPENSES,1400,0.03734018660706876,0.03734018660706876
recommendationMean,Q0_EBITDA,1400,-0.017086091788426707,0.017086091788426707
numberOfAnalystOpinions,Q0_TOTAL_ASSETS,1317,0.3855713218361846,0.3855713218361846
numberOfAnalystOpinions,Q0_TOTAL_LIABILITIES,1317,0.34312369382358204,0.34312369382358204
numberOfAnalystOpinions,Q0_TOTAL_STOCKHOLDERS_EQUITY,1317,0.37035611915083655,0.37035611915083655
numberOfAnalystOpinions,Q0_GROSS_PROFIT,1317,0.4265295443927488,0.4265295443927488
numberOfAnalystOpinions,Q0_COST_OF_REVENUES,1317,0.29257987972284477,0.29257987972284477
numberOfAnalystOpinions,Q0_REVENUES,1317,0.4070247111536029,0.4070247111536029
numberOfAnalystOpinions,Q0_OPERATING_INCOME,1317,0.4203306612084578,0.4203306612084578
numberOfAnalystOpinions,Q0_OPERATING_EXPENSES,1317,0.37714727107453344,0.37714727107453344
numberOfAnalystOpinions,Q0_EBITDA,1317,0.1308937884677848,0.1308937884677848
totalCash,Q0_TOTAL_ASSETS,1597,0.49887392539291964,0.49887392539291964
totalCash,Q0_TOTAL_LIABILITIES,1597,0.44472567614339387,0.44472567614339387
totalCash,Q0_TOTAL_STOCKHOLDERS_EQUITY,1597,0.49734415398586057,0.49734415398586057
totalCash,Q0_GROSS_PROFIT,1597,0.635042921879896,0.635042921879896
totalCash,Q0_COST_OF_REVENUES,1597,0.4618269351329888,0.4618269351329888
totalCash,Q0_REVENUES,1597,0.6226867551813953,0.6226867551813953
totalCash,Q0_OPERATING_INCOME,1597,0.6492494231836778,0.6492494231836778
totalCash,Q0_OPERATING_EXPENSES,1597,0.6023697948898495,0.6023697948898495
totalCash,Q0_EBITDA,1597,0.15205496317543166,0.15205496317543166
totalCashPerShare,Q0_TOTAL_ASSETS,1567,0.09518773029962124,0.09518773029962124
totalCashPerShare,Q0_TOTAL_LIABILITIES,1567,0.100552846004864,0.100552846004864
totalCashPerShare,Q0_TOTAL_STOCKHOLDERS_EQUITY,1567,0.07604350756162281,0.07604350756162281
totalCashPerShare,Q0_GROSS_PROFIT,1567,0.17887914194080926,0.17887914194080926
totalCashPerShare,Q0_COST_OF_REVENUES,1567,0.12951352467160876,0.12951352467160876
totalCashPerShare,Q0_REVENUES,1567,0.176111602238545,0.176111602238545
totalCashPerShare,Q0_OPERATING_INCOME,1567,0.16580061942520166,0.16580061942520166
totalCashPerShare,Q0_OPERATING_EXPENSES,1567,0.15918338908418608,0.15918338908418608
totalCashPerShare,Q0_EBITDA,1567,0.05413245995002168,0.05413245995002168
ebitda,Q0_TOTAL_ASSETS,1570,0.6915394157042228,0.6915394157042228
ebitda,Q0_TOTAL_LIABILITIES,1570,0.5773316385945957,0.5773316385945957
ebitda,Q0_TOTAL_STOCKHOLDERS_EQUITY,1570,0.7210751447487151,0.7210751447487151
ebitda,Q0_GROSS_PROFIT,1570,0.762897549172575,0.762897549172575
ebitda,Q0_COST_OF_REVENUES,1570,0.43098543563467573,0.43098543563467573
ebitda,Q0_REVENUES,1570,0.6658635756327694,0.6658635756327694
ebitda,Q0_OPERATING_INCOME,1570,0.9192445673112456,0.9192445673112456
ebitda,Q0_OPERATING_EXPENSES,1570,0.5929463367701182,0.5929463367701182
ebitda,Q0_EBITDA,1570,0.32362357924281826,0.32362357924281826
totalDebt,Q0_TOTAL_ASSETS,1560,0.8047877331131469,0.8047877331131469
totalDebt,Q0_TOTAL_LIABILITIES,1560,0.763496862156592,0.763496862156592
totalDebt,Q0_TOTAL_STOCKHOLDERS_EQUITY,1560,0.6874843019678903,0.6874843019678903
totalDebt,Q0_GROSS_PROFIT,1560,0.582476104352353,0.582476104352353
totalDebt,Q0_COST_OF_REVENUES,1560,0.5327826986763398,0.5327826986763398
totalDebt,Q0_REVENUES,1560,0.6581379382121662,0.6581379382121662
totalDebt,Q0_OPERATING_INCOME,1560,0.5656820665202981,0.5656820665202981
totalDebt,Q0_OPERATING_EXPENSES,1560,0.6217647984827888,0.6217647984827888
totalDebt,Q0_EBITDA,1560,0.06451354012408515,0.06451354012408515
totalRevenue,Q0_TOTAL_ASSETS,1574,0.6296748634895146,0.6296748634895146
totalRevenue,Q0_TOTAL_LIABILITIES,1574,0.607778367246456,0.607778367246456
totalRevenue,Q0_TOTAL_STOCKHOLDERS_EQUITY,1574,0.5452898126041522,0.5452898126041522
totalRevenue,Q0_GROSS_PROFIT,1574,0.7701283858769603,0.7701283858769603
totalRevenue,Q0_COST_OF_REVENUES,1574,0.7626975829889007,0.7626975829889007
totalRevenue,Q0_REVENUES,1574,0.9145552433946317,0.9145552433946317
totalRevenue,Q0_OPERATING_INCOME,1574,0.6352455445216646,0.6352455445216646
totalRevenue,Q0_OPERATING_EXPENSES,1574,0.6665986535276992,0.6665986535276992
totalRevenue,Q0_EBITDA,1574,0.25323852884663706,0.25323852884663706
revenuePerShare,Q0_TOTAL_ASSETS,1561,0.10715690831894843,0.10715690831894843
revenuePerShare,Q0_TOTAL_LIABILITIES,1561,0.11471185794364411,0.11471185794364411
revenuePerShare,Q0_TOTAL_STOCKHOLDERS_EQUITY,1561,0.08770100341124726,0.08770100341124726
revenuePerShare,Q0_GROSS_PROFIT,1561,0.20136053064790588,0.20136053064790588
revenuePerShare,Q0_COST_OF_REVENUES,1561,0.2913923520591336,0.2913923520591336
revenuePerShare,Q0_REVENUES,1561,0.3083034583105251,0.3083034583105251
revenuePerShare,Q0_OPERATING_INCOME,1561,0.1457624769226924,0.1457624769226924
revenuePerShare,Q0_OPERATING_EXPENSES,1561,0.1676135547020071,0.1676135547020071
revenuePerShare,Q0_EBITDA,1561,0.07340439590665443,0.07340439590665443
freeCashflow,Q0_TOTAL_ASSETS,1591,0.470055243152163,0.470055243152163
freeCashflow,Q0_TOTAL_LIABILITIES,1591,0.3972596748511196,0.3972596748511196
freeCashflow,Q0_TOTAL_STOCKHOLDERS_EQUITY,1591,0.47443882455735925,0.47443882455735925
freeCashflow,Q0_GROSS_PROFIT,1591,0.6250663767920236,0.6250663767920236
freeCashflow,Q0_COST_OF_REVENUES,1591,0.40477636644794873,0.40477636644794873
freeCashflow,Q0_REVENUES,1591,0.5700236161928748,0.5700236161928748
freeCashflow,Q0_OPERATING_INCOME,1591,0.766868974107558,0.766868974107558
freeCashflow,Q0_OPERATING_EXPENSES,1591,0.48614086631928205,0.48614086631928205
freeCashflow,Q0_EBITDA,1591,0.26058622196526715,0.26058622196526715
operatingCashflow,Q0_TOTAL_ASSETS,1595,0.6749298525626419,0.6749298525626419
operatingCashflow,Q0_TOTAL_LIABILITIES,1595,0.5632322484362654,0.5632322484362654
operatingCashflow,Q0_TOTAL_STOCKHOLDERS_EQUITY,1595,0.719653884578227,0.719653884578227
operatingCashflow,Q0_GROSS_PROFIT,1595,0.7734858009398985,0.7734858009398985
operatingCashflow,Q0_COST_OF_REVENUES,1595,0.453822627317991,0.453822627317991
operatingCashflow,Q0_REVENUES,1595,0.6753890378670468,0.6753890378670468
operatingCashflow,Q0_OPERATING_INCOME,1595,0.9052250639750405,0.9052250639750405
operatingCashflow,Q0_OPERATING_EXPENSES,1595,0.6605387593025008,0.6605387593025008
operatingCashflow,Q0_EBITDA,1595,0.2601681676843279,0.2601681676843279
revenueGrowth,Q0_TOTAL_ASSETS,1512,-0.017800508830788445,0.017800508830788445
revenueGrowth,Q0_TOTAL_LIABILITIES,1512,-0.016408612554900195,0.016408612554900195
revenueGrowth,Q0_TOTAL_STOCKHOLDERS_EQUITY,1512,-0.01588593209272051,0.01588593209272051
revenueGrowth,Q0_GROSS_PROFIT,1512,-0.01771483435887037,0.01771483435887037
revenueGrowth,Q0_COST_OF_REVENUES,1512,-0.016185792447020564,0.016185792447020564
revenueGrowth,Q0_REVENUES,1512,-0.01993445678460625,0.01993445678460625
revenueGrowth,Q0_OPERATING_INCOME,1512,-0.016507289011283025,0.016507289011283025
revenueGrowth,Q0_OPERATING_EXPENSES,1512,-0.016628755556256276,0.016628755556256276
revenueGrowth,Q0_EBITDA,1512,-0.004418085650303298,0.004418085650303298
